Service,CostCentre,Spend Type,Amount
Law & Administration Service,Scrutiny Support,Transport Related,150.0
Law & Administration Service,Scrutiny Support,Supplies and Services,6750.0
Law & Administration Service,Law & Admin Management Group,Employee Costs,9700.0
Law & Administration Service,Law & Admin Management Group,Employee Costs,87400.0
Law & Administration Service,Law & Admin Management Group,Supplies and Services,3210.0
Law & Administration Service,Committee Administration,Supplies and Services,22540.0
Law & Administration Service,Legal Section,Employee Costs,201920.0
Law & Administration Service,Legal Section,Employee Costs,1612350.0
Law & Administration Service,Legal Section,Employee Related,7550.0
Law & Administration Service,Legal Section,Transport Related,2340.0
Law & Administration Service,Legal Section,Supplies and Services,43370.0
Law & Administration Service,Legal Section,Support Service Recharges Expenditure,204580.0
Law & Administration Service,Mayoralty,Employee Costs,8210.0
Law & Administration Service,Mayoralty,Employee Costs,71500.0
Law & Administration Service,Mayoralty,Supplies and Services,17060.0
Law & Administration Service,Mayoralty,Support Service Recharges Expenditure,11220.0
Law & Administration Service,Electoral Registration,Employee Costs,20450.0
Law & Administration Service,Electoral Registration,Employee Costs,270250.0
Law & Administration Service,Electoral Registration,Supplies and Services,93850.0
Law & Administration Service,Electoral Registration,Support Service Recharges Expenditure,70.0
Law & Administration Service,Municipal Elections,Supplies and Services,365780.0
Law & Administration Service,Municipal Elections,Support Service Recharges Expenditure,3500.0
Law & Administration Service,Calderdale Forward LSP (was prev 2858),Employee Costs,5300.0
Law & Administration Service,Calderdale Forward LSP (was prev 2858),Employee Costs,38190.0
Law & Administration Service,Calderdale Forward LSP (was prev 2858),Supplies and Services,50.0
Pensions Reserve Appropriation Account,Holding Code,Employee Related,88880.0
Pensions Reserve Appropriation Account,Unfunded pensions,Employee Related,1219910.0
Pensions Reserve Appropriation Account,Calderdale College-Excepted Items,Employee Related,844985.0
Human Resources,Corporate Leadership,Employee Costs,16640.0
Human Resources,Corporate Leadership,Employee Costs,118230.0
Human Resources,Corporate Leadership,Support Service Recharges Expenditure,593340.0
Human Resources,Health & Safety,Employee Costs,24630.0
Human Resources,Health & Safety,Employee Costs,200880.0
Human Resources,Health & Safety,Employee Related,1500.0
Human Resources,Health & Safety,Transport Related,1100.0
Human Resources,Health & Safety,Supplies and Services,3630.0
Human Resources,Health & Safety,Support Service Recharges Expenditure,910.0
Human Resources,HR Advisors - Directorates,Employee Costs,42140.0
Human Resources,HR Advisors - Directorates,Employee Costs,294160.0
Human Resources,HR Advisors - Directorates,Employee Related,150.0
Human Resources,HR Advisors - Directorates,Transport Related,50.0
Human Resources,HR Advisors - Directorates,Transport Related,60.0
Human Resources,HR Advisors - Directorates,Supplies and Services,5220.0
Human Resources,HR Manager - Advisory,Employee Costs,24600.0
Human Resources,HR Manager - Advisory,Employee Costs,171497.0
Human Resources,Trade Union,Employee Costs,4990.0
Human Resources,Trade Union,Employee Costs,34881.0
Human Resources,Trade Union,Support Service Recharges Expenditure,4130.0
Human Resources,Apprentice Levy,Employee Related,500000.0
Human Resources,Recruitment & Resourcing,Employee Costs,24750.0
Human Resources,Recruitment & Resourcing,Employee Costs,171510.0
Human Resources,Recruitment & Resourcing,Employee Related,80.0
Human Resources,Recruitment & Resourcing,Transport Related,100.0
Human Resources,Recruitment & Resourcing,Supplies and Services,530.0
Human Resources,Workforce Organisation Development,Employee Costs,76980.0
Human Resources,Workforce Organisation Development,Employee Costs,537094.0
Human Resources,Workforce Organisation Development,Employee Related,103950.0
Human Resources,Workforce Organisation Development,Premise Related,500.0
Human Resources,Workforce Organisation Development,Transport Related,500.0
Human Resources,Workforce Organisation Development,Supplies and Services,103850.0
Human Resources,Workforce Organisation Development,Support Service Recharges Expenditure,118010.0
Human Resources,HR Contracts & Payroll - Directorates,Employee Costs,60770.0
Human Resources,HR Contracts & Payroll - Directorates,Employee Costs,301790.0
Human Resources,HR Contracts & Payroll - Directorates,Supplies and Services,53350.0
Human Resources,HR Contracts & Payroll - Directorates,Support Service Recharges Expenditure,57160.0
Human Resources,HR Contracts & Payroll - Schools,Employee Costs,35950.0
Human Resources,HR Contracts & Payroll - Schools,Employee Costs,248130.0
Human Resources,HR Contracts & Payroll - Schools,Support Service Recharges Income,168220.0
Human Resources,Pensions Advice,Employee Costs,12760.0
Human Resources,Pensions Advice,Employee Costs,88806.0
Human Resources,Pensions Advice,Employee Related,40.0
Human Resources,Pensions Advice,Supplies and Services,150.0
Human Resources,"People Development (OD, Adults, CYP)",Employee Related,112000.0
Human Resources,"People Development (OD, Adults, CYP)",Premise Related,700.0
Human Resources,"People Development (OD, Adults, CYP)",Supplies and Services,22700.0
Human Resources,Business Management & Development,Employee Costs,23450.0
Human Resources,Business Management & Development,Employee Costs,163287.0
Human Resources,New MIS / Payroll System,Supplies and Services,108370.0
Human Resources,HR Advisor - Schools,Employee Costs,17540.0
Human Resources,HR Advisor - Schools,Employee Costs,122656.0
Human Resources,HR Advisor - Schools,Premise Related,600.0
Human Resources,DBS,Employee Related,116000.0
Human Resources,Occupational Health,Employee Costs,7290.0
Human Resources,Occupational Health,Employee Costs,51008.0
Human Resources,Occupational Health,Employee Related,23970.0
Human Resources,Occupational Health,Supplies and Services,300.0
Human Resources,Dean Clough Building,Premise Related,64500.0
Human Resources,HR - One,Support Service Recharges Income,31420.0
Adult Health & Social Care,Operational Mgmt (Personalised Long Term Support),Employee Costs,61580.0
Adult Health & Social Care,Operational Mgmt (Personalised Long Term Support),Employee Costs,430770.0
Adult Health & Social Care,Operational Mgmt (Personalised Long Term Support),Premise Related,370.0
Adult Health & Social Care,Operational Mgmt (Personalised Long Term Support),Transport Related,3770.0
Adult Health & Social Care,Operational Mgmt (Personalised Long Term Support),Supplies and Services,2100.0
Adult Health & Social Care,North Halifax OPPD Service Team,Employee Costs,46010.0
Adult Health & Social Care,North Halifax OPPD Service Team,Employee Costs,320120.0
Adult Health & Social Care,North Halifax OPPD Service Team,Transport Related,13100.0
Adult Health & Social Care,North Halifax OPPD Service Team,Transport Related,3160.0
Adult Health & Social Care,North Halifax OPPD Service Team,Supplies and Services,550.0
Adult Health & Social Care,South Halifax OPPD Service Team,Employee Costs,45100.0
Adult Health & Social Care,South Halifax OPPD Service Team,Employee Costs,313640.0
Adult Health & Social Care,South Halifax OPPD Service Team,Transport Related,3180.0
Adult Health & Social Care,Lower Valley OPPD Service Team,Employee Costs,46680.0
Adult Health & Social Care,Lower Valley OPPD Service Team,Employee Costs,325130.0
Adult Health & Social Care,Lower Valley OPPD Service Team,Transport Related,6940.0
Adult Health & Social Care,Upper Valley OPPD Service Team,Employee Costs,80510.0
Adult Health & Social Care,Upper Valley OPPD Service Team,Employee Costs,560210.0
Adult Health & Social Care,Upper Valley OPPD Service Team,Transport Related,7770.0
Adult Health & Social Care,Calderdale Royal Hospital Social Work Team,Employee Costs,141740.0
Adult Health & Social Care,Calderdale Royal Hospital Social Work Team,Employee Costs,984650.0
Adult Health & Social Care,Calderdale Royal Hospital Social Work Team,Transport Related,11990.0
Adult Health & Social Care,Operational Management (Prevention And Early Help),Employee Costs,22460.0
Adult Health & Social Care,Operational Management (Prevention And Early Help),Employee Costs,161280.0
Adult Health & Social Care,Operational Management (Prevention And Early Help),Transport Related,660.0
Adult Health & Social Care,Operational Management (Prevention And Early Help),Supplies and Services,25400.0
Adult Health & Social Care,Operational Management (AADS & MHS),Employee Costs,8370.0
Adult Health & Social Care,Operational Management (AADS & MHS),Employee Costs,162120.0
Adult Health & Social Care,Operational Management (AADS & MHS),Transport Related,710.0
Adult Health & Social Care,Operational Management (AADS & MHS),Supplies and Services,1000.0
Adult Health & Social Care,Mental Capacity Act Team,Employee Costs,56440.0
Adult Health & Social Care,Mental Capacity Act Team,Employee Costs,393740.0
Adult Health & Social Care,Mental Capacity Act Team,Transport Related,2090.0
Adult Health & Social Care,Mental Capacity Act Team,Supplies and Services,30880.0
Adult Health & Social Care,Community Social Work Practice,Employee Costs,86550.0
Adult Health & Social Care,Community Social Work Practice,Employee Costs,600900.0
Adult Health & Social Care,Community Social Work Practice,Transport Related,10320.0
Adult Health & Social Care,Community Social Work Practice,Transport Related,2350.0
Adult Health & Social Care,Community Social Work Practice,Supplies and Services,430.0
Adult Health & Social Care,Community Social Work Practice,Depreciation Charges and Revenue contribution to Capital,5440.0
Adult Health & Social Care,Accessible Homes,Employee Costs,14460.0
Adult Health & Social Care,Accessible Homes,Employee Costs,100100.0
Adult Health & Social Care,Accessible Homes,Transport Related,6650.0
Adult Health & Social Care,Accessible Homes,Supplies and Services,8950.0
Adult Health & Social Care,Handyperson Service,Employee Related,100.0
Adult Health & Social Care,Handyperson Service,Transport Related,17700.0
Adult Health & Social Care,Handyperson Service,Supplies and Services,6470.0
Adult Health & Social Care,Fairer Charges Income - Adults,Employee Costs,17480.0
Adult Health & Social Care,Fairer Charges Income - Adults,Employee Costs,120420.0
Adult Health & Social Care,Care Charging Team (CAT),Employee Costs,43280.0
Adult Health & Social Care,Care Charging Team (CAT),Employee Costs,301890.0
Adult Health & Social Care,Care Charging Team (CAT),Transport Related,240.0
Adult Health & Social Care,Care Charging Team (CAT),Supplies and Services,2200.0
Adult Health & Social Care,AHSC Strategic Management,Employee Costs,95240.0
Adult Health & Social Care,AHSC Strategic Management,Employee Costs,674620.0
Adult Health & Social Care,AHSC Strategic Management,Transport Related,680.0
Adult Health & Social Care,AHSC Strategic Management,Supplies and Services,19590.0
Adult Health & Social Care,Assistive Technology,Employee Costs,9880.0
Adult Health & Social Care,Assistive Technology,Employee Costs,68360.0
Adult Health & Social Care,Assistive Technology,Transport Related,2170.0
Adult Health & Social Care,Assistive Technology,Supplies and Services,175760.0
Adult Health & Social Care,Independent Reviewing Team,Employee Costs,28800.0
Adult Health & Social Care,Independent Reviewing Team,Employee Costs,253650.0
Adult Health & Social Care,Independent Reviewing Team,Transport Related,2970.0
Adult Health & Social Care,Safeguarding Adults,Employee Costs,36500.0
Adult Health & Social Care,Safeguarding Adults,Employee Costs,255160.0
Adult Health & Social Care,Safeguarding Adults,Employee Related,450.0
Adult Health & Social Care,Safeguarding Adults,Transport Related,440.0
Adult Health & Social Care,Safeguarding Adults,Supplies and Services,41850.0
Adult Health & Social Care,ICES - Pooled Budget,Supplies and Services,910210.0
Adult Health & Social Care,Community Mental Health Team,Employee Costs,118100.0
Adult Health & Social Care,Community Mental Health Team,Employee Costs,872560.0
Adult Health & Social Care,Community Mental Health Team,Employee Related,250.0
Adult Health & Social Care,Community Mental Health Team,Transport Related,20320.0
Adult Health & Social Care,Community Mental Health Team,Supplies and Services,9350.0
Adult Health & Social Care,Community Learning Disabilities Team,Employee Costs,91010.0
Adult Health & Social Care,Community Learning Disabilities Team,Employee Costs,633490.0
Adult Health & Social Care,Community Learning Disabilities Team,Transport Related,7290.0
Adult Health & Social Care,OP MH Social Work Team,Employee Costs,24640.0
Adult Health & Social Care,OP MH Social Work Team,Employee Costs,171770.0
Adult Health & Social Care,OP MH Social Work Team,Transport Related,6660.0
Adult Health & Social Care,OP MH Social Work Team,Supplies and Services,700.0
Adult Health & Social Care,AADS - Physical Disability & Sensory Impairment Te,Employee Costs,36110.0
Adult Health & Social Care,AADS - Physical Disability & Sensory Impairment Te,Employee Costs,247680.0
Adult Health & Social Care,AADS - Physical Disability & Sensory Impairment Te,Transport Related,9250.0
Adult Health & Social Care,AADS - Physical Disability & Sensory Impairment Te,Supplies and Services,22740.0
Adult Health & Social Care,Direct Payments Team,Employee Costs,13030.0
Adult Health & Social Care,Direct Payments Team,Employee Costs,149230.0
Adult Health & Social Care,Direct Payments Team,Employee Related,280.0
Adult Health & Social Care,Direct Payments Team,Premise Related,100.0
Adult Health & Social Care,Direct Payments Team,Transport Related,950.0
Adult Health & Social Care,Direct Payments Team,Supplies and Services,5350.0
Adult Health & Social Care,Self Directed Support (OP/PD),Supplies and Services,5000.0
Adult Health & Social Care,Self Directed Support (OP/PD),Transfer Payments,6829120.0
Adult Health & Social Care,Self Directed Support (LD),Supplies and Services,5000.0
Adult Health & Social Care,Self Directed Support (LD),Transfer Payments,4172580.0
Adult Health & Social Care,Self Directed Support (MH),Transfer Payments,254530.0
Adult Health & Social Care,Self Directed Support,Transfer Payments,423870.0
Adult Health & Social Care,Housing Related Support,Large Contract Areas,1366660.0
Adult Health & Social Care,Union Housing,Employee Costs,139840.0
Adult Health & Social Care,Union Housing,Employee Costs,1176690.0
Adult Health & Social Care,Union Housing,Employee Related,250.0
Adult Health & Social Care,Union Housing,Premise Related,112839.0
Adult Health & Social Care,Union Housing,Transport Related,9570.0
Adult Health & Social Care,Union Housing,Transport Related,1000.0
Adult Health & Social Care,Union Housing,Supplies and Services,28720.0
Adult Health & Social Care,Union Housing,Large Contract Areas,115000.0
Adult Health & Social Care,Union Housing,Depreciation Charges and Revenue contribution to Capital,76800.0
Adult Health & Social Care,Administration,Employee Costs,7880.0
Adult Health & Social Care,Administration,Supplies and Services,823249.0
Adult Health & Social Care,Administration,Large Contract Areas,1181427.0
Adult Health & Social Care,OBSOLETE USE 2630 (prev:Locality Admin),Premise Related,25950.0
Adult Health & Social Care,OBSOLETE USE 2630 (prev:Locality Admin),Depreciation Charges and Revenue contribution to Capital,18940.0
Adult Health & Social Care,Gateway to Care SIT,Employee Costs,55340.0
Adult Health & Social Care,Gateway to Care SIT,Employee Costs,381460.0
Adult Health & Social Care,Gateway to Care SIT,Employee Related,350.0
Adult Health & Social Care,Gateway to Care SIT,Transport Related,770.0
Adult Health & Social Care,Gateway to Care SIT,Supplies and Services,171300.0
Adult Health & Social Care,Occupational Therapy (OT) Assessment Service,Employee Costs,64020.0
Adult Health & Social Care,Occupational Therapy (OT) Assessment Service,Employee Costs,462730.0
Adult Health & Social Care,Occupational Therapy (OT) Assessment Service,Transport Related,6070.0
Adult Health & Social Care,Finance and Business Change,Support Service Recharges Expenditure,4064000.0
Adult Health & Social Care,Finance and Business Change,Depreciation Charges and Revenue contribution to Capital,7300.0
Adult Health & Social Care,Client Financial Services,Employee Costs,9850.0
Adult Health & Social Care,Client Financial Services,Employee Costs,68240.0
Adult Health & Social Care,Client Financial Services,Transport Related,170.0
Adult Health & Social Care,Client Financial Services,Transfer Payments,1200.0
Adult Health & Social Care,Supported Living,Premise Related,27460.0
Adult Health & Social Care,Supported Living,Large Contract Areas,13402430.0
Adult Health & Social Care,Carers Support,Employee Costs,4990.0
Adult Health & Social Care,Carers Support,Premise Related,700.0
Adult Health & Social Care,Carers Support,Supplies and Services,880.0
Adult Health & Social Care,Carers Support,Large Contract Areas,369520.0
Adult Health & Social Care,Carers Support,Transfer Payments,222000.0
Adult Health & Social Care,Residential & Nursing Placements (Phys Dis),Large Contract Areas,1660000.0
Adult Health & Social Care,Residential & Nursing Placements (Older People),Supplies and Services,200470.0
Adult Health & Social Care,Residential & Nursing Placements (Older People),Large Contract Areas,17459840.0
Adult Health & Social Care,LD Home Care,Large Contract Areas,384910.0
Adult Health & Social Care,Residential & Nursing Placements (Learning Dis),Large Contract Areas,6447020.0
Adult Health & Social Care,Mental Health Residential & Nursing Placements,Large Contract Areas,1215280.0
Adult Health & Social Care,Commissioned Home Care (OP/PD),Large Contract Areas,9821840.0
Adult Health & Social Care,Mental Health: Home Support,Large Contract Areas,313800.0
Adult Health & Social Care,Older People Commissioning Budget,Supplies and Services,121850.0
Adult Health & Social Care,Older People Commissioning Budget,Large Contract Areas,2050580.0
Adult Health & Social Care,Older People Commissioning Budget,Transfer Payments,116140.0
Adult Health & Social Care,LD Commissioning Budget,Premise Related,11910.0
Adult Health & Social Care,LD Commissioning Budget,Supplies and Services,83500.0
Adult Health & Social Care,LD Commissioning Budget,Large Contract Areas,799170.0
Adult Health & Social Care,LD Commissioning Budget,Depreciation Charges and Revenue contribution to Capital,23790.0
Adult Health & Social Care,Mental Health Commissioning Budget,Supplies and Services,25410.0
Adult Health & Social Care,Physical Disability Commissioning - Non Placements,Premise Related,19530.0
Adult Health & Social Care,Physical Disability Commissioning - Non Placements,Large Contract Areas,257330.0
Green Space and Street Scene,Income,Employee Costs,350.0
Green Space and Street Scene,Income,Employee Costs,5370.0
Green Space and Street Scene,Income,Premise Related,2100.0
Green Space and Street Scene,Income,Supplies and Services,27400.0
Green Space and Street Scene,Income,Support Service Recharges Expenditure,231580.0
Green Space and Street Scene,Technical Support,Employee Costs,39640.0
Green Space and Street Scene,Technical Support,Employee Costs,241170.0
Green Space and Street Scene,Technical Support,Employee Related,15300.0
Green Space and Street Scene,Technical Support,Premise Related,1860.0
Green Space and Street Scene,Technical Support,Transport Related,2100.0
Green Space and Street Scene,Technical Support,Supplies and Services,115410.0
Green Space and Street Scene,Technical Support,Large Contract Areas,130000.0
Green Space and Street Scene,Technical Support,Support Service Recharges Expenditure,203780.0
Green Space and Street Scene,Technical Support,Depreciation Charges and Revenue contribution to Capital,26090.0
Green Space and Street Scene,Lower Valley,Employee Costs,83730.0
Green Space and Street Scene,Lower Valley,Employee Costs,676959.0
Green Space and Street Scene,Lower Valley,Premise Related,6070.0
Green Space and Street Scene,Lower Valley,Premise Related,600.0
Green Space and Street Scene,Lower Valley,Transport Related,750.0
Green Space and Street Scene,Lower Valley,Transport Related,31010.0
Green Space and Street Scene,Lower Valley,Supplies and Services,27280.0
Green Space and Street Scene,Lower Valley,Support Service Recharges Expenditure,253010.0
Green Space and Street Scene,Lower Valley,Depreciation Charges and Revenue contribution to Capital,61150.0
Green Space and Street Scene,Central,Employee Costs,81850.0
Green Space and Street Scene,Central,Employee Costs,715027.0
Green Space and Street Scene,Central,Premise Related,7520.0
Green Space and Street Scene,Central,Premise Related,480.0
Green Space and Street Scene,Central,Transport Related,2440.0
Green Space and Street Scene,Central,Transport Related,31940.0
Green Space and Street Scene,Central,Supplies and Services,17480.0
Green Space and Street Scene,Central,Support Service Recharges Expenditure,137560.0
Green Space and Street Scene,Central,Depreciation Charges and Revenue contribution to Capital,86890.0
Green Space and Street Scene,Halifax North,Premise Related,28010.0
Green Space and Street Scene,Halifax North,Support Service Recharges Expenditure,22660.0
Green Space and Street Scene,Upper Valley,Employee Costs,100440.0
Green Space and Street Scene,Upper Valley,Employee Costs,696764.0
Green Space and Street Scene,Upper Valley,Premise Related,2520.0
Green Space and Street Scene,Upper Valley,Premise Related,3750.0
Green Space and Street Scene,Upper Valley,Transport Related,1600.0
Green Space and Street Scene,Upper Valley,Transport Related,38000.0
Green Space and Street Scene,Upper Valley,Supplies and Services,26560.0
Green Space and Street Scene,Upper Valley,Support Service Recharges Expenditure,136060.0
Green Space and Street Scene,Upper Valley,Depreciation Charges and Revenue contribution to Capital,62570.0
Green Space and Street Scene,Machinery Workshop,Support Service Recharges Expenditure,1430.0
Green Space and Street Scene,Machinery Workshop,Depreciation Charges and Revenue contribution to Capital,16510.0
Green Space and Street Scene,Manor Heath,Employee Costs,12600.0
Green Space and Street Scene,Manor Heath,Employee Costs,63132.0
Green Space and Street Scene,Manor Heath,Premise Related,34010.0
Green Space and Street Scene,Manor Heath,Transport Related,100.0
Green Space and Street Scene,Manor Heath,Supplies and Services,25500.0
Green Space and Street Scene,Manor Heath,Support Service Recharges Expenditure,45220.0
Green Space and Street Scene,Manor Heath,Depreciation Charges and Revenue contribution to Capital,83900.0
Green Space and Street Scene,Allotments,Premise Related,2280.0
Green Space and Street Scene,Allotments,Premise Related,1000.0
Green Space and Street Scene,Allotments,Supplies and Services,1390.0
Green Space and Street Scene,Allotments,Depreciation Charges and Revenue contribution to Capital,9720.0
Green Space and Street Scene,Playgrounds,Employee Costs,3930.0
Green Space and Street Scene,Playgrounds,Employee Costs,63610.0
Green Space and Street Scene,Playgrounds,Transport Related,500.0
Green Space and Street Scene,Playgrounds,Transport Related,1760.0
Green Space and Street Scene,Playgrounds,Supplies and Services,56580.0
Green Space and Street Scene,Playgrounds,Support Service Recharges Expenditure,8190.0
Green Space and Street Scene,Playgrounds,Depreciation Charges and Revenue contribution to Capital,64880.0
Green Space and Street Scene,Waste Disposal,Supplies and Services,226050.0
Green Space and Street Scene,Drainage & Sweeping,Employee Costs,72910.0
Green Space and Street Scene,Drainage & Sweeping,Employee Costs,324605.0
Green Space and Street Scene,Drainage & Sweeping,Premise Related,25000.0
Green Space and Street Scene,Drainage & Sweeping,Transport Related,15460.0
Green Space and Street Scene,Drainage & Sweeping,Transport Related,11250.0
Green Space and Street Scene,Drainage & Sweeping,Supplies and Services,1050.0
Green Space and Street Scene,Drainage & Sweeping,Support Service Recharges Expenditure,46340.0
Green Space and Street Scene,Shibden,Employee Costs,11630.0
Green Space and Street Scene,Shibden,Employee Costs,52503.0
Green Space and Street Scene,Shibden,Premise Related,8710.0
Green Space and Street Scene,Shibden,Premise Related,8000.0
Green Space and Street Scene,Shibden,Transport Related,1810.0
Green Space and Street Scene,Shibden,Supplies and Services,8950.0
Green Space and Street Scene,Shibden,Support Service Recharges Expenditure,20880.0
Green Space and Street Scene,Shibden,Depreciation Charges and Revenue contribution to Capital,11120.0
Green Space and Street Scene,Forestry,Employee Costs,24240.0
Green Space and Street Scene,Forestry,Employee Costs,131965.0
Green Space and Street Scene,Forestry,Premise Related,830.0
Green Space and Street Scene,Forestry,Transport Related,1480.0
Green Space and Street Scene,Forestry,Transport Related,10130.0
Green Space and Street Scene,Forestry,Supplies and Services,9570.0
Green Space and Street Scene,Forestry,Support Service Recharges Expenditure,34230.0
Green Space and Street Scene,"Support - (Courier, PAT Tester)",Employee Costs,3700.0
Green Space and Street Scene,"Support - (Courier, PAT Tester)",Employee Costs,25551.0
Green Space and Street Scene,"Support - (Courier, PAT Tester)",Transport Related,940.0
Green Space and Street Scene,"Support - (Courier, PAT Tester)",Support Service Recharges Expenditure,6700.0
Green Space and Street Scene,Rochdale Canal,Supplies and Services,331570.0
Green Space and Street Scene,Countryside Service,Employee Costs,44590.0
Green Space and Street Scene,Countryside Service,Employee Costs,257234.0
Green Space and Street Scene,Countryside Service,Premise Related,310.0
Green Space and Street Scene,Countryside Service,Premise Related,50.0
Green Space and Street Scene,Countryside Service,Transport Related,600.0
Green Space and Street Scene,Countryside Service,Transport Related,3360.0
Green Space and Street Scene,Countryside Service,Supplies and Services,52620.0
Green Space and Street Scene,Countryside Service,Support Service Recharges Expenditure,49340.0
Green Space and Street Scene,Ogden Water,Premise Related,5230.0
Green Space and Street Scene,Ogden Water,Supplies and Services,20100.0
Green Space and Street Scene,Ogden Water,Depreciation Charges and Revenue contribution to Capital,8580.0
Green Space and Street Scene,Jerusalem Farm,Employee Costs,1350.0
Green Space and Street Scene,Jerusalem Farm,Employee Costs,9080.0
Green Space and Street Scene,Jerusalem Farm,Premise Related,8080.0
Green Space and Street Scene,Jerusalem Farm,Transport Related,280.0
Green Space and Street Scene,Jerusalem Farm,Supplies and Services,990.0
Green Space and Street Scene,Jerusalem Farm,Support Service Recharges Expenditure,8580.0
Green Space and Street Scene,Jerusalem Farm,Depreciation Charges and Revenue contribution to Capital,12670.0
Green Space and Street Scene,Jerusalem Farm - Barn,Premise Related,3390.0
Green Space and Street Scene,"Changing, Pavillions and Sports Pitches",Premise Related,38920.0
Green Space and Street Scene,"Changing, Pavillions and Sports Pitches",Support Service Recharges Expenditure,81650.0
Green Space and Street Scene,"Changing, Pavillions and Sports Pitches",Depreciation Charges and Revenue contribution to Capital,950.0
Green Space and Street Scene,Parking Administration,Employee Costs,48870.0
Green Space and Street Scene,Parking Administration,Employee Costs,303543.0
Green Space and Street Scene,Parking Administration,Premise Related,5040.0
Green Space and Street Scene,Parking Administration,Premise Related,1910.0
Green Space and Street Scene,Parking Administration,Transport Related,40.0
Green Space and Street Scene,Parking Administration,Supplies and Services,127150.0
Green Space and Street Scene,Parking Administration,Large Contract Areas,517730.0
Green Space and Street Scene,Parking Administration,Support Service Recharges Expenditure,419400.0
Green Space and Street Scene,Parking Administration,Depreciation Charges and Revenue contribution to Capital,105270.0
Green Space and Street Scene,Off Street Car Parking,Premise Related,301110.0
Green Space and Street Scene,Off Street Car Parking,Supplies and Services,8000.0
Green Space and Street Scene,Off Street Car Parking,Depreciation Charges and Revenue contribution to Capital,44150.0
Green Space and Street Scene,Highways Maintenance,Employee Costs,47370.0
Green Space and Street Scene,Highways Maintenance,Employee Costs,214930.0
Green Space and Street Scene,Highways Maintenance,Support Service Recharges Expenditure,1462170.0
Green Space and Street Scene,Area Maintenance team,Employee Costs,102720.0
Green Space and Street Scene,Area Maintenance team,Employee Costs,731937.0
Green Space and Street Scene,Area Maintenance team,Employee Related,5500.0
Green Space and Street Scene,Area Maintenance team,Transport Related,119900.0
Green Space and Street Scene,Area Maintenance team,Supplies and Services,135500.0
Green Space and Street Scene,Area Maintenance team,Support Service Recharges Expenditure,75510.0
Green Space and Street Scene,Allan Park,Premise Related,1500.0
Green Space and Street Scene,Bedford St,Premise Related,8050.0
Green Space and Street Scene,Carr Green Lane Changing,Premise Related,1500.0
Green Space and Street Scene,Calder Holmes Park,Premise Related,500.0
Green Space and Street Scene,Centre Vale Park Shelter,Premise Related,5600.0
Green Space and Street Scene,Crow Wood Maintenance,Premise Related,2500.0
Green Space and Street Scene,Goldfields Training Room,Premise Related,1500.0
Green Space and Street Scene,Hullen Edge,Premise Related,500.0
Green Space and Street Scene,Holmfield Park,Premise Related,500.0
Green Space and Street Scene,Lane Head,Premise Related,500.0
Green Space and Street Scene,Lockhill Mills,Premise Related,10050.0
Green Space and Street Scene,Mill Fold,Premise Related,500.0
Green Space and Street Scene,Manor Heath Cafe,Premise Related,14800.0
Green Space and Street Scene,Natty Lane,Premise Related,3000.0
Green Space and Street Scene,Northowram Rec,Premise Related,2000.0
Green Space and Street Scene,Oxford Lane,Premise Related,500.0
Green Space and Street Scene,Peoples Park Office,Premise Related,3000.0
Green Space and Street Scene,Shelf Hall Depot,Premise Related,3050.0
Green Space and Street Scene,Stainland Memorial,Premise Related,1000.0
Green Space and Street Scene,Shroggs Park Depot,Premise Related,800.0
Green Space and Street Scene,Wellholme Park,Premise Related,2800.0
Green Space and Street Scene,White Lee,Premise Related,800.0
Green Space and Street Scene,Wainhouse Tower,Premise Related,1500.0
Sport & Leisure Management DSO,Brighouse Pool - Wellhome Park,Employee Costs,61850.0
Sport & Leisure Management DSO,Brighouse Pool - Wellhome Park,Employee Costs,654293.0
Sport & Leisure Management DSO,Brighouse Pool - Wellhome Park,Premise Related,279670.0
Sport & Leisure Management DSO,Brighouse Pool - Wellhome Park,Premise Related,123.0
Sport & Leisure Management DSO,Brighouse Pool - Wellhome Park,Supplies and Services,72245.0
Sport & Leisure Management DSO,Brighouse Pool - Wellhome Park,Support Service Recharges Expenditure,318060.0
Sport & Leisure Management DSO,Brighouse Pool - Wellhome Park,Depreciation Charges and Revenue contribution to Capital,118760.0
Sport & Leisure Management DSO,Sowerby Bridge Pool - Station Road,Employee Costs,58540.0
Sport & Leisure Management DSO,Sowerby Bridge Pool - Station Road,Employee Costs,669908.0
Sport & Leisure Management DSO,Sowerby Bridge Pool - Station Road,Premise Related,227360.0
Sport & Leisure Management DSO,Sowerby Bridge Pool - Station Road,Transport Related,50.0
Sport & Leisure Management DSO,Sowerby Bridge Pool - Station Road,Supplies and Services,57780.0
Sport & Leisure Management DSO,Sowerby Bridge Pool - Station Road,Support Service Recharges Expenditure,286620.0
Sport & Leisure Management DSO,Sowerby Bridge Pool - Station Road,Depreciation Charges and Revenue contribution to Capital,105440.0
Sport & Leisure Management DSO,Swimming Development,Employee Costs,27010.0
Sport & Leisure Management DSO,Swimming Development,Employee Costs,186640.0
Sport & Leisure Management DSO,Swimming Development,Premise Related,132000.0
Sport & Leisure Management DSO,Swimming Development,Transport Related,118790.0
Sport & Leisure Management DSO,Swimming Development,Supplies and Services,5700.0
Sport & Leisure Management DSO,Swimming Development,Support Service Recharges Expenditure,55000.0
Sport & Leisure Management DSO,Halifax Pool,Employee Costs,80080.0
